City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,santa marta,11.2408,-74.199,31.03,68,21,6.26,CO,1712886607
364,berriane,32.8265,3.7669,12.45,62,1,7.62,DZ,1712886661
365,ilha de mocambique,-15.0342,40.7358,26.95,83,85,5.84,MZ,1712886662
366,uyuni,-20.4597,-66.825,11.68,22,17,6.65,BO,1712886663
367,kirakira,-10.4544,161.9205,30.77,63,17,3.46,SB,1712886664
368,keminmaa,65.8596,24.8228,-2.13,93,0,0.51,FI,1712886665
369,annan,54.9884,-3.2565,12.71,98,100,8.87,GB,1712886665
370,kailua-kona,19.6406,-155.9956,28.11,85,100,3.6,US,1712886523
371,halifax,44.6453,-63.5724,4.27,84,100,3.13,CA,1712885936
372,mwinilunga,-11.7358,24.4293,17.23,98,99,1.5,ZM,1712886668
373,iquique,-20.2208,-70.1431,21.02,75,78,0.69,CL,1712886461
374,makokou,0.5738,12.8642,21.81,99,100,0.84,GA,1712886670
375,severo-yeniseyskiy,60.3725,93.0408,-12.46,87,100,1.79,RU,1712886512
376,ashibetsu,43.5097,142.1856,8.45,89,100,1.29,JP,1712886672
377,egilsstadir,65.2653,-14.3948,0.95,93,100,5.14,IS,1712886673
378,ati,13.2154,18.3353,28.06,10,11,5.9,TD,1712886674
379,pemangkat,1.1667,108.9667,28.01,79,100,2.18,ID,1712886675
380,valparaiso,-33.0393,-71.6273,16.67,61,75,0.0,CL,1712886469
381,fort mcmurray,56.7268,-111.381,12.77,28,75,5.66,CA,1712886677
382,mount gambier,-37.8333,140.7667,15.59,50,100,2.84,AU,1712886540
383,vryburg,-26.9566,24.7284,10.69,36,0,2.55,ZA,1712886680
384,saldanha,-33.0117,17.9442,15.03,64,7,4.58,ZA,1712886681
385,inhambane,-23.865,35.3833,20.74,76,97,5.27,MZ,1712886682
386,mount isa,-20.7333,139.5,26.87,26,2,4.63,AU,1712886683
387,box elder,41.5005,-112.8764,13.01,50,5,3.08,US,1712886674
388,obidos,-1.9175,-55.5181,24.44,98,100,0.7,BR,1712886694
389,monte argentario,42.4345,11.1195,14.88,67,6,1.03,IT,1712886696
390,broken hill,-31.95,141.4333,17.56,43,78,4.06,AU,1712886556
391,mwene-ditu,-7.0,23.45,19.52,96,100,1.36,CD,1712886699
392,brookings,44.3114,-96.7984,9.0,60,75,8.23,US,1712886587
393,carutapera,-1.195,-46.02,25.39,95,100,1.84,BR,1712886701
394,remire-montjoly,4.9167,-52.2667,26.02,94,75,5.66,GF,1712886612
395,valdivia,-39.8142,-73.2459,9.05,79,0,1.03,CL,1712886703
396,dakhla,23.6848,-15.958,19.13,80,0,1.7,EH,1712886706
397,shaowu,27.3409,117.4831,23.41,88,92,0.36,CN,1712886708
398,ingeniero guillermo n. juarez,-23.9,-61.85,15.05,97,100,4.7,AR,1712886675
399,macae,-22.3708,-41.7869,24.86,94,0,1.54,BR,1712886710
400,sao jose da coroa grande,-8.8978,-35.1478,26.55,85,7,2.15,BR,1712886556
401,ban tak,17.0432,99.0813,31.79,42,50,1.33,TH,1712886711
402,akarsu,37.2355,41.0607,12.31,69,43,2.15,TR,1712886712
403,ujae,8.9322,165.7642,27.48,74,77,9.18,MH,1712886713
404,caleta de carquin,-11.0925,-77.6267,22.04,84,94,4.83,PE,1712886611
405,balkanabat,39.5108,54.3671,14.08,84,82,2.06,TM,1712886714
406,mariental,-24.6333,17.9667,18.57,39,13,4.84,NA,1712886715
407,touros,-5.1989,-35.4608,26.01,89,100,2.86,BR,1712886646
408,saynshand,44.8824,110.1163,13.98,30,100,2.86,MN,1712886716
409,padang,-0.9492,100.3543,30.03,71,51,1.38,ID,1712886717
410,monte carmelo,-18.7247,-47.4986,20.48,88,95,0.98,BR,1712886718
411,tongliao,43.6125,122.2653,21.39,39,53,9.28,CN,1712886719
412,dhidhdhoo,6.8833,73.1,29.24,74,98,2.71,MV,1712886720
413,mount pearl,47.5166,-52.7813,1.75,81,0,7.2,CA,1712886705
414,cadale,2.7603,46.3222,28.65,71,84,4.06,SO,1712886722
415,letlhakane,-21.4167,25.5833,16.89,73,88,6.38,BW,1712886722
416,san pedro pochutla,15.7333,-96.4667,26.76,77,100,2.02,MX,1712886723
417,liwa,24.5361,56.5656,31.01,51,75,2.06,OM,1712886724
418,selfoss,63.9331,-20.9971,2.8,97,100,2.44,IS,1712886725
419,glace bay,46.1969,-59.957,2.1,92,20,3.13,CA,1712886725
420,porto seguro,-16.4497,-39.0647,28.29,78,40,2.57,BR,1712886588
421,crane,31.3974,-102.3501,22.02,18,0,5.63,US,1712886542
422,chibougamau,49.9168,-74.3659,4.79,100,100,3.09,CA,1712886728
423,santiago de cao,-7.9589,-79.2392,22.07,78,40,5.14,PE,1712886729
424,puerto baquerizo moreno,-0.9,-89.6,25.3,88,64,3.73,EC,1712886729
425,bambanglipuro,-7.95,110.2833,28.68,77,73,2.12,ID,1712886730
426,shingu,33.7333,135.9833,17.6,66,78,4.23,JP,1712886571
427,polyarnyy,69.1989,33.4478,-1.25,88,100,10.29,RU,1712886732
428,owen sound,44.5672,-80.9435,14.53,99,100,1.95,CA,1712886732
429,poxoreo,-15.8372,-54.3892,24.56,95,100,0.83,BR,1712886447
430,igarka,67.4667,86.5833,-25.55,99,75,3.13,RU,1712886734
431,bousso,10.4795,16.7117,31.22,12,65,3.0,TD,1712886734
432,coyhaique,-45.5752,-72.0662,5.34,81,0,0.0,CL,1712886627
433,porbandar,21.6422,69.6093,24.54,83,0,1.61,IN,1712886736
434,filey,54.21,-0.2892,14.88,86,100,3.13,GB,1712886737
435,palangkaraya,-2.2,113.8333,29.86,71,100,1.39,ID,1712886737
436,westerland,54.9079,8.3033,11.12,93,100,6.69,DE,1712886738
437,afaahiti,-17.75,-149.2833,28.93,86,100,8.71,PF,1712886739
438,imbituba,-28.24,-48.6703,24.92,90,100,4.28,BR,1712886740
439,hasaki,35.7333,140.8333,17.94,82,100,4.26,JP,1712886515
440,kalmunai,7.4167,81.8167,27.91,80,100,2.15,LK,1712886742
441,al bayda',32.7627,21.7551,10.61,91,79,3.26,LY,1712886743
442,seosan,36.7817,126.4522,17.85,60,100,1.09,KR,1712886744
443,moyale,3.5167,39.0584,21.19,82,10,1.68,KE,1712886744
444,ixtapa,20.7,-105.2,22.9,82,56,0.45,MX,1712886745
445,anar darah,32.7587,61.654,18.61,63,76,2.01,AF,1712886746
446,torghay,49.6339,63.4981,3.61,62,32,2.25,KZ,1712886747
447,wenling,28.3669,121.36,17.6,93,72,2.48,CN,1712886747
448,mountain home,43.133,-115.6912,20.71,32,75,6.17,US,1712886748
449,ta`u,-14.2336,-169.5144,28.9,78,55,4.86,AS,1712886657
450,pampa del indio,-26.0647,-59.919,17.54,99,100,2.45,AR,1712886749
451,mahalapye,-23.1041,26.8142,15.58,75,35,5.44,BW,1712886750
452,kodinsk,58.6881,99.1844,-2.9,91,100,1.02,RU,1712886751
453,bireun,5.203,96.7009,28.08,71,25,1.16,ID,1712886752
454,greymouth,-42.4667,171.2,12.21,79,100,5.1,NZ,1712886752
455,eyl,7.9803,49.8164,27.67,83,100,2.1,SO,1712886753
456,siyabuswa,-25.1132,29.0445,14.41,79,2,3.71,ZA,1712886754
457,al bardiyah,31.7561,25.0865,15.02,83,88,1.96,LY,1712886640
458,orapa,-21.2833,25.3667,17.68,70,73,6.49,BW,1712886755
459,gobabis,-22.45,18.9667,16.34,41,0,4.83,NA,1712886756
460,luderitz,-26.6481,15.1594,22.71,41,0,3.41,NA,1712886757
461,forio,40.7342,13.8646,17.51,82,99,3.13,IT,1712886758
462,tunceli,39.1083,39.5471,11.69,73,84,2.63,TR,1712886758
463,willingen,51.3,8.6167,10.55,97,100,1.93,DE,1712886759
464,zuni pueblo,35.0725,-108.8506,20.35,18,0,2.02,US,1712886760
465,guerrero negro,27.9769,-114.0611,17.82,72,100,6.33,MX,1712886641
466,san luis de la loma,17.2706,-100.8939,25.45,76,3,1.25,MX,1712886761
467,larache,35.1932,-6.1557,15.33,62,16,2.73,MA,1712886762
468,wiset chaichan,14.5945,100.3382,35.16,46,28,3.56,TH,1712886763
469,canton,23.1167,113.25,25.97,57,29,2.29,CN,1712886600
470,madison,34.7334,-86.5667,13.68,94,100,8.23,US,1712886703
471,saint-pierre,-21.3393,55.4781,25.82,69,0,3.09,RE,1712886496
472,nove mesto nad vahom,48.7576,17.8309,11.86,84,2,4.12,SK,1712886766
473,las tablas,7.7667,-80.2833,26.21,99,65,1.9,PA,1712886767
474,veinticinco de mayo,-35.4323,-60.1727,10.55,93,100,2.24,AR,1712886767
475,ugoofaaru,5.6667,73.0,29.31,74,20,2.41,MV,1712886610
476,klaksvik,62.2266,-6.589,8.51,85,49,11.12,FO,1712886701
477,steinbach,50.1667,8.5667,11.12,79,0,0.51,DE,1712886770
478,katsuura,35.1333,140.3,15.06,88,100,6.61,JP,1712886770
479,tshabong,-26.05,22.45,15.82,38,0,4.01,BW,1712886771
480,bubaque,11.2833,-15.8333,24.18,70,2,7.7,GW,1712886772
481,davyd-haradok,52.0566,27.2161,7.34,69,48,2.82,BY,1712886773
482,jian'ou,27.0469,118.3253,20.34,97,100,0.19,CN,1712886773
483,nelson,-41.2833,173.2833,19.05,96,65,0.45,NZ,1712886774
484,katsuren-haebaru,26.3369,127.8719,25.01,71,20,5.66,JP,1712886775
485,saint-philippe,-21.3585,55.7679,25.77,85,70,1.39,RE,1712886776
486,lodja,-3.4833,23.4333,22.73,91,100,0.89,CD,1712886776
487,sarkisla,39.3519,36.4098,9.26,79,81,2.13,TR,1712886777
488,ripanj,44.639,20.5204,12.0,87,9,2.23,RS,1712886778
489,portland,45.5234,-122.6762,14.71,61,100,1.79,US,1712886498
490,topolobampo,25.6,-109.05,19.44,67,100,2.27,MX,1712886779
491,opuwo,-18.0607,13.84,21.05,53,52,1.2,NA,1712886780
492,nantucket,41.2835,-70.0995,10.08,99,100,8.75,US,1712886616
493,tvoroyri,61.5556,-6.8111,8.62,88,74,13.12,FO,1712886782
494,kurumkan,54.3,110.3,3.4,79,100,2.24,RU,1712886782
495,monte azul,-15.155,-42.8747,23.24,71,100,1.96,BR,1712886783
496,kuraymah,18.55,31.85,22.05,19,14,5.46,SD,1712886784
497,kaa-khem,51.6833,94.7333,1.89,74,100,2.87,RU,1712886785
498,horta,38.5333,-28.6333,15.57,94,0,0.89,PT,1712886786
499,moussoro,13.6408,16.4901,28.62,10,44,6.89,TD,1712886786
500,gryazi,52.4966,39.9359,15.9,81,89,2.68,RU,1712886787
501,zheleznogorsk-ilimskiy,56.5768,104.1217,1.14,72,100,2.01,RU,1712886788
502,yarmouth,41.7057,-70.2286,12.86,95,100,4.12,US,1712886729
503,dahab,28.501,34.5134,22.15,48,100,5.88,EG,1712886789
504,kadinhani,38.2397,32.2114,8.35,71,100,2.67,TR,1712886790
505,tadine,-21.55,167.8833,25.26,68,99,4.63,NC,1712886791
506,mogadishu,2.0371,45.3438,28.78,73,31,3.53,SO,1712886678
507,susuman,62.7833,148.1667,-8.34,81,53,1.79,RU,1712886507
508,punta del este,-34.9667,-54.95,17.71,71,75,4.02,UY,1712886793
509,harper,4.375,-7.7169,26.08,88,100,2.37,LR,1712886794
510,bowen,-20.0167,148.2333,26.25,66,7,6.87,AU,1712886795
511,nueva gerona,21.8833,-82.8,26.45,81,100,3.35,CU,1712886796
512,abra pampa,-22.7205,-65.697,12.36,69,25,3.99,AR,1712886796
513,turpan,42.9333,89.1667,21.76,23,5,1.69,CN,1712886797
514,salmas,38.1973,44.7653,6.88,81,99,1.0,IR,1712886798
515,sur,22.5667,59.5289,29.62,50,96,1.43,OM,1712886799
516,port blair,11.6667,92.75,30.02,84,20,1.03,IN,1712886525
517,conception bay south,47.4999,-52.9981,2.08,82,7,4.49,CA,1712886800
518,monywa,22.1167,95.1333,33.5,14,4,4.34,MM,1712886801
519,kidal,18.4411,1.4078,27.96,10,84,4.64,ML,1712886802
520,warwick,41.7001,-71.4162,14.94,90,100,3.6,US,1712886738
521,orcopampa,-15.2661,-72.3417,7.28,95,100,1.45,PE,1712886683
522,mazagao,-0.115,-51.2894,26.03,97,100,1.48,BR,1712886804
523,tucurui,-3.7661,-49.6725,24.68,95,100,1.05,BR,1712886805
524,puerto madero,14.7208,-92.4215,28.79,77,73,0.84,MX,1712886735
525,belpre,39.274,-81.5729,16.69,94,100,2.24,US,1712886588
526,kavarna,43.4333,28.3333,14.6,81,3,3.76,BG,1712886807
527,pokhara,28.2333,83.9833,24.9,13,5,0.44,NP,1712886131
528,benguela,-12.5763,13.4055,25.22,88,100,2.93,AO,1712886808
529,challapata,-18.9,-66.7667,9.31,85,95,0.58,BO,1712886809
530,harrismith,-28.2728,29.1295,5.35,95,1,0.47,ZA,1712886810
531,chauny,49.6151,3.2186,9.49,86,95,1.71,FR,1712886811
532,limon,10.0,-83.0333,26.7,85,99,1.24,CR,1712886577
533,lodeynoye pole,60.726,33.5531,6.46,95,100,4.96,RU,1712886812
534,plettenberg bay,-34.0527,23.3716,12.53,73,3,2.22,ZA,1712886815
535,kuhdasht,33.535,47.6061,8.74,75,3,1.97,IR,1712886816
536,idri,27.5,13.2667,19.97,18,51,6.33,LY,1712886816
537,pekanbaru,0.5333,101.45,28.18,89,0,0.0,ID,1712886689
538,dryden,49.7833,-92.7503,6.16,81,40,2.06,CA,1712886818
539,kristiansund,63.1115,7.732,10.36,57,55,4.63,NO,1712886819
540,motygino,58.1831,94.7592,-7.9,93,98,1.34,RU,1712886820
541,mega,4.05,38.3,16.68,87,22,2.83,ET,1712886821
542,de queen,34.0379,-94.3413,16.88,39,0,3.09,US,1712886822
543,balabac,7.9868,117.0645,29.86,66,78,6.11,PH,1712886822
544,tralee,52.2704,-9.7026,11.24,98,100,2.6,IE,1712886631
545,la souterraine,46.2371,1.487,12.17,97,52,1.7,FR,1712886824
546,glazunovka,52.4986,36.3275,9.28,69,44,3.26,RU,1712886825
547,heroica guaymas,27.9333,-110.9,24.14,36,100,1.61,MX,1712886826
548,moron,-34.6534,-58.6198,15.5,81,85,8.05,AR,1712886827
549,sampacho,-33.3839,-64.7221,10.35,70,100,3.87,AR,1712886828
550,cambria,35.5641,-121.0808,25.41,92,28,0.89,US,1712886829
551,shimoda,34.6667,138.95,14.2,82,100,6.48,JP,1712886830
552,sabha,27.0377,14.4283,21.22,16,19,8.46,LY,1712886830
553,taoyuan city,24.9937,121.297,27.38,85,75,3.09,TW,1712886832
554,inverloch,-38.6333,145.7167,18.36,70,100,3.31,AU,1712886833
555,rizhao,35.4275,119.4553,15.82,73,80,3.19,CN,1712886833
556,turkmenbasy,40.0222,52.9552,12.43,76,0,2.06,TM,1712886544
557,talara,-4.5772,-81.2719,24.42,73,0,6.69,PE,1712886835
558,tual,-5.6667,132.75,28.51,73,46,3.13,ID,1712886835
559,tezu,27.9167,96.1667,28.32,25,100,0.6,IN,1712886836
560,horki,54.2861,30.9842,8.25,66,100,4.58,BY,1712886837
561,montrose,38.4166,-108.2673,11.76,37,0,0.54,US,1712886838
562,harstad,68.799,16.5293,2.66,93,100,7.15,NO,1712886839
